id,date,headline,body,combined,section,url,query
fashion/2025/mar/08/worlds-hottest-brand-how-miu-miu-defied-sales-plunge-in-fashion-industry,2025-03-08,‘World’s hottest brand’: how Miu Miu defied sales plunge in fashion industry,"While profits fall across the luxury fashion industry, Miu Miu, the kooky Italian label, is posting record-breaking sales figures. For a global industry worth almost £1.5tn, fashion is having a bruising time. Last month London fashion week had such a small number of catwalk shows it shrank to a weekend. Many of the biggest fashion houses are between designers, and even super-conglomerate LVMH – which includes Dior, Fendi, Louis Vuitton and most of the drinks brands in your cocktail cabinet – lost a fifth of its profits last year. Yet Miu Miu almost doubled its profits this year, hitting close to £1bn in sales and being named “hottest brand in the world” by influential search site Lyst for the second year running. Retail sales were up 93%. Miu Miu is owned by the Prada Group, a small conglomerate overseen by Miuccia Prada – including the well-known Prada label. In 1992, around 14 years after she started working for her family’s business, Mrs Prada – as she’s known in the industry – launched a cheaper womenswear subsidiary inspired by the sort of clothes (cardigans, skirts, wearable shoes) she wanted for her own wardrobe. Miu Miu is Miuccia’s nickname. The label has always been a bit cooler, and crucially a little bit cheaper than many luxury fashion brands. But its recent success is down to more than just clothes. It’s the shows, the models, the campaigns and – the white whale of modern designers – Mrs Prada’s knack for turning out a viral trend. It’s no wonder that the Prada group are front runners to buy its Milanese rival, Versace. Over its past five golden years, Miu Miu’s huge fashion hits have included a micro mini skirt with a raw hem that became so famous it spawned its own Instagram account; satin ballet pumps, which started an (ongoing) arms race for ballet shoes on the high street; £750 silk briefs designed to be worn without trousers and even plasters on toes. And that’s before we get to the It bags (the most liked luxury item on Vinted right now is a Miu","‘World’s hottest brand’: how Miu Miu defied sales plunge in fashion industry. While profits fall across the luxury fashion industry, Miu Miu, the kooky Italian label, is posting record-breaking sales figures. For a global industry worth almost £1.5tn, fashion is having a bruising time. Last month London fashion week had such a small number of catwalk shows it shrank to a weekend. Many of the biggest fashion houses are between designers, and even super-conglomerate LVMH – which includes Dior, Fendi, Louis Vuitton and most of the drinks brands in your cocktail cabinet – lost a fifth of its profits last year. Yet Miu Miu almost doubled its profits this year, hitting close to £1bn in sales and being named “hottest brand in the world” by influential search site Lyst for the second year running. Retail sales were up 93%. Miu Miu is owned by the Prada Group, a small conglomerate overseen by Miuccia Prada – including the well-known Prada label. In 1992, around 14 years after she started working for her family’s business, Mrs Prada – as she’s known in the industry – laun",Fashion,https://www.theguardian.com/fashion/2025/mar/08/worlds-hottest-brand-how-miu-miu-defied-sales-plunge-in-fashion-industry,"""prada"" AND (""luxury"" OR ""fashion"" OR ""stock"")"
commentisfree/2025/mar/10/fur-animal-skins-gen-z-boom-boom-trump,2025-03-10,Are you fur real? Gone is the social stigma around wearing animal skins,"I’ll admit it, Carrie Bradshaw in aviators and a fur coat, smoking and drinking beer while watching baseball, spoke to me. It was season two of Sex and the City, 1999. She was bruised from a recently ended relationship but on the brink of dating “the new Yankee” and I was a teenager, probably home from playing racketball and on the brink of Quorn sausages for dinner. While it wasn’t the whole equation, the fur coat was certainly part of it. The way she could shrink into it and appear nonchalantly, breezily beautiful despite unwashed hair and an aching heart. I’m not proud, but I was young, and this to me then looked like something I wanted a piece of. Cut to now and, several years of anti-fur campaigning later, you might have thought that the outlook would be different, that fur would be an archaism at best and an ethical abomination at worst; the embodiment of a bygone era when we were still using the planet and its creatures like they weren’t going anywhere. There had been concrete progress: many of the big-name fashion houses over the years banned it. In 2019, Kim Kardashian announced that she had “remade” all of her favourite fur coats in fake fur and then Queen Elizabeth renounced fur in “any new outfits”. On it went: in 2021, Kering, the luxury conglomerate that owns many luxury brands, banned the use of fur, as the British Fashion Council had earlier done at London fashion week. The debate around fur was over and won, right? Wrong. At the recent Milan fashion week, fur was furring. Of course it was the main character at the Fendi centenary show – the brand started as a fur workshop in 1925. (In a full-circle moment, Sarah Jessica Parker was sitting on the front row.) It was there, whether faux or otherwise, at other shows too, and other fashion weeks. At one of the buzziest shows of London, Simone Rocha, models including Alexa Chung walked in faux fur (yes, no animals have been killed, but the optics are the same). At sustainably minded brand Ganni, in Paris,","Are you fur real? Gone is the social stigma around wearing animal skins. I’ll admit it, Carrie Bradshaw in aviators and a fur coat, smoking and drinking beer while watching baseball, spoke to me. It was season two of Sex and the City, 1999. She was bruised from a recently ended relationship but on the brink of dating “the new Yankee” and I was a teenager, probably home from playing racketball and on the brink of Quorn sausages for dinner. While it wasn’t the whole equation, the fur coat was certainly part of it. The way she could shrink into it and appear nonchalantly, breezily beautiful despite unwashed hair and an aching heart. I’m not proud, but I was young, and this to me then looked like something I wanted a piece of. Cut to now and, several years of anti-fur campaigning later, you might have thought that the outlook would be different, that fur would be an archaism at best and an ethical abomination at worst; the embodiment of a bygone era when we were still using the planet and its creatures like they weren’t going anywhere. There had been concrete p",Opinion,https://www.theguardian.com/commentisfree/2025/mar/10/fur-animal-skins-gen-z-boom-boom-trump,"""Kering"" AND ""fashion"""
fashion/2025/mar/13/fashion-statement-nine-fashion-month-styling-hacks,2025-03-13,Nine ways to copy the catwalk on a budget ,"After 376-plus catwalk shows, presentations and who knows how many grainy shots posted to Instagram, fashion month has finally drawn to a close. While the trends we have seen come to fruition in New York, London, Milan and Paris won’t start materialising in stores until late August, the styling hacks spotted on the catwalk will have more of an immediate impact. Especially those that are free. Here are nine to get you started. Grab a Sharpie pen Similar to those school leavers signing shirts on the final day of classes, the shrunken T-shirts at Coach came covered in freehand scribbles. We’ll take any excuse for a trip to a stationery shop. Unsnap that gusset Anyone who has ever worn a bodysuit will know the struggle of trying to resnap it after a loo break. Who would have thought that Valentino’s Alessandro Michele would be the one to offer a solution. Instead of faffing around, just follow his lead and let it hang loose. Dig out your sports day medals First in the egg-and-spoon race? Channel the models at Balenciaga and dig out your old sports day medals. For bonus points, wear them with your old PE kit. Recycle those ribbons You know that bag of ribbons collected from Christmas and birthday presents that you hope you will reuse someday? That day has finally come. At Givenchy, Sarah Burton cinched waists with giant strips of grosgrain, then tied them neatly in a bow. Waists also came gift wrapped at Chanel, while dresses and tops at Simone Rocha were bound with baby-pink and scarlet ribbons. Sprig up your lapel Who needs a fancy gold brooch when you can get a thistle stem for free? At Burberry, models including the actor Richard E Grant walked the catwalk with a sprig of Eryngium planum, AKA sea holly, pinned to their lapels. It grows best, as the name suggests, by the seaside, but keep your eyes peeled for it around gravel gardens, too. Jeff Goldblum is already on it. He wore a fresh floral boutonniere to the Oscars, which matched his flowery printed Prada shirt. A","Nine ways to copy the catwalk on a budget . After 376-plus catwalk shows, presentations and who knows how many grainy shots posted to Instagram, fashion month has finally drawn to a close. While the trends we have seen come to fruition in New York, London, Milan and Paris won’t start materialising in stores until late August, the styling hacks spotted on the catwalk will have more of an immediate impact. Especially those that are free. Here are nine to get you started. Grab a Sharpie pen Similar to those school leavers signing shirts on the final day of classes, the shrunken T-shirts at Coach came covered in freehand scribbles. We’ll take any excuse for a trip to a stationery shop. Unsnap that gusset Anyone who has ever worn a bodysuit will know the struggle of trying to resnap it after a loo break. Who would have thought that Valentino’s Alessandro Michele would be the one to offer a solution. Instead of faffing around, just follow his lead and let it hang loose. Dig out your sports day medals First in the egg-and-spoon race? C",Fashion,https://www.theguardian.com/fashion/2025/mar/13/fashion-statement-nine-fashion-month-styling-hacks,"""prada"" AND (""luxury"" OR ""fashion"" OR ""stock"")"
fashion/2025/mar/13/donatella-versace-hails-brother-as-she-bows-out-as-creative-director,2025-03-13,Donatella Versace hails brother as she bows out as creative director,"For the first time in almost 50 years, Versace will no longer be designed by a Versace. Three decades after she started working for the company – and 27 years after she stepped into the role of creative director after the murder of her brother, Gianni – the designer Donatella Versace has announced she is to step down from her role at the Italian brand from the end of March. “It has been the greatest honour of my life to carry on my brother Gianni’s legacy,” she said in a statement on Thursday morning. “He was the true genius, but I hope I have some of his spirit and tenacity.” From April, Dario Vitale, 41, a former image director at Miu Miu, the edgier sister brand to Prada, will be Versace’s creative director. Versace will not leave the company – instead she will become chief brand ambassador, looking after (among other roles) philanthropy and red carpet dressing. Of the new role, Donatella said: “I will remain Versace’s most passionate supporter. Versace is in my DNA and always in my heart.” Versace, the youngest and only daughter of a dressmaker in Reggio Calabria, was born in 1955, a decade after her eldest brother, Gianni. Though she left home to study in Florence, along with Santo, the middle brother who ran the business side, she was very much involved in the family business as a supporter and a muse to her brother. By 1989, aged 34, she began working at Atelier Versace, and by 1993 had sole creative responsibility for Versus, Versace’s cheaper diffusion line. It was after the murder of Gianni in 1997 – the 50-year-old designer was shot outside his home in Miami Beach – that Donatella, unexpectedly, was propelled into the top job. Despite having no formal fashion training, she inherited a $807m (£623m) business and 130 shops worldwide. Talking about that time in the Guardian in 2017, she said: “For the first five years, I was lost … I made a lot of mistakes. I would tell myself … don’t try to be Gianni!” At its height, under Gianni, Versace specialised in an ","Donatella Versace hails brother as she bows out as creative director. For the first time in almost 50 years, Versace will no longer be designed by a Versace. Three decades after she started working for the company – and 27 years after she stepped into the role of creative director after the murder of her brother, Gianni – the designer Donatella Versace has announced she is to step down from her role at the Italian brand from the end of March. “It has been the greatest honour of my life to carry on my brother Gianni’s legacy,” she said in a statement on Thursday morning. “He was the true genius, but I hope I have some of his spirit and tenacity.” From April, Dario Vitale, 41, a former image director at Miu Miu, the edgier sister brand to Prada, will be Versace’s creative director. Versace will not leave the company – instead she will become chief brand ambassador, looking after (among other roles) philanthropy and red carpet dressing. Of the new role, Donatella said: “I will remain Versace’s most passionate supporter. Versace is in my DNA and always in my",Fashion,https://www.theguardian.com/fashion/2025/mar/13/donatella-versace-hails-brother-as-she-bows-out-as-creative-director,"""prada"" AND (""luxury"" OR ""fashion"" OR ""stock"")"
fashion/2025/mar/17/the-look-of-the-irish-a-green-wave-takes-over-pop-culture-and-fashion,2025-03-17,The look of the Irish: a ‘green wave’ takes over pop culture and fashion,"After decades of paddywhackery, Ireland has finally broken free from the cliches imposed upon it. From Paul Mescal, Cillian Murphy and Saoirse Ronan charming Hollywood to fashion falling for designers including Simone Rocha; from authors such as Sally Rooney and Paul Lynch scooping up literary prizes to the “Guinnaissance”, a new green wave is ruling pop culture. “There’s a real [gravitation] towards the Irish and Irish culture right now,” says Samantha Barry, the editor-in-chief of Glamour. Barry, who grew up in County Cork and has lived in New York for more than 10 years, describes it as “counter-programming” to outsiders’ previous depiction of Irishness geared around leprechauns and wearing green. This iteration isn’t cringe. Barry says: “We have always had a cool factor, especially in art and literature, and now we are able to show up in those circles in a really authentic way.” Last year Murphy became the first Irish-born man to win the best actor Oscar. New York magazine has christened a group including the Oppenheimer star and other Irish actors dominating the screen including Colin Farrell, Andrew Scott, Nicola Coughlan, Barry Keoghan and Jessie Buckley the “Craic Pack”. Resale tickets to Mescal’s current run of A Streetcar Named Desire off Broadway in Brooklyn are fetching more than three times their value. After critical success for Motherland, Catastrophe and Bad Sisters, the writer and actor Sharon Horgan is now adapting Julia May Jonas’s novel Vladimir for Netflix alongside another series of Amandaland. Eve Hewson is fronting a Calvin Klein campaign while her brother Elijah is selling out venues with his band Inhaler across the US. The Fontaines DC and CMAT are hoovering up award nominations, while the Belfast hip-hop trio Kneecap continue to lead an Irish language revival. Last week, Gaeilge was spoken for the very first time during prime minister’s questions. Duolingo reports more than 2 million users studying it globally. Ireland is also flourishing ","The look of the Irish: a ‘green wave’ takes over pop culture and fashion. After decades of paddywhackery, Ireland has finally broken free from the cliches imposed upon it. From Paul Mescal, Cillian Murphy and Saoirse Ronan charming Hollywood to fashion falling for designers including Simone Rocha; from authors such as Sally Rooney and Paul Lynch scooping up literary prizes to the “Guinnaissance”, a new green wave is ruling pop culture. “There’s a real [gravitation] towards the Irish and Irish culture right now,” says Samantha Barry, the editor-in-chief of Glamour. Barry, who grew up in County Cork and has lived in New York for more than 10 years, describes it as “counter-programming” to outsiders’ previous depiction of Irishness geared around leprechauns and wearing green. This iteration isn’t cringe. Barry says: “We have always had a cool factor, especially in art and literature, and now we are able to show up in those circles in a really authentic way.” Last year Murphy became the first Irish-born man to win the best actor Oscar. New York magazine has chri",Fashion,https://www.theguardian.com/fashion/2025/mar/17/the-look-of-the-irish-a-green-wave-takes-over-pop-culture-and-fashion,"""LVMH"" AND ""fashion"""
fashion/2025/mar/17/jonathan-anderson-to-leave-loewe-as-fashion-houses-creative-upheaval-continues,2025-03-17,Jonathan Anderson to leave Loewe as fashion houses’ creative upheaval continues,"A dizzying round of designer musical chairs in the fashion industry has picked up pace with the announcement that Jonathan Anderson is exiting Loewe. The 40-year-old designer from Magherafelt, Northern Ireland, transformed Loewe during his 11-year tenure from a sleepy Spanish handbag house into the hottest ticket of Paris fashion week. The news follows last week’s surprise appointment of Demna, whose time at Balenciaga has been marked by controversy and catwalk stunts, at Gucci, Italy’s temple to elegant loafers, Jackie Kennedy handbags and jet-set glamour. Fashion’s unpredictable mood is reflecting a cultural moment. The jittery global economic climate and the chaotic tone of public discourse that have followed Donald Trump’s return to the White House are being echoed in a bone-shaking upheaval in fashion’s corridors of power. Boardrooms are panicking as tariffs threaten to deepen the luxury slowdown, while the Maga-led shift towards a move-fast-and-break-things culture is putting maverick designers, rather than safe pairs of hands, in the frame for high-profile jobs. The previous Gucci designer, Sabato de Sarno, was hastily shown the door only weeks before he was due to show in Milan last month, and his “quiet luxury” aesthetic replaced by its polar opposite in Demna, who likes to poke fun at fashion’s obsession with status. As well as Demna’s debut at Gucci, this year there will be new designers at Chanel, Givenchy, Tom Ford, Calvin Klein and Dries van Noten. Anderson is widely rumoured to be poised for promotion within LVMH, the owner of Loewe, to the much bigger house of Dior. The official announcement of his departure was effusive in its praise, seeming to confirm that Anderson is moving upwards in the ranks. “I have had the pleasure of working with some of the great artistic directors of recent times, and I consider Jonathan Anderson to be amongst the very best,” said the veteran LVMH executive Sidney Toledano. “What he has contributed to Loewe goes beyond cr","Jonathan Anderson to leave Loewe as fashion houses’ creative upheaval continues. A dizzying round of designer musical chairs in the fashion industry has picked up pace with the announcement that Jonathan Anderson is exiting Loewe. The 40-year-old designer from Magherafelt, Northern Ireland, transformed Loewe during his 11-year tenure from a sleepy Spanish handbag house into the hottest ticket of Paris fashion week. The news follows last week’s surprise appointment of Demna, whose time at Balenciaga has been marked by controversy and catwalk stunts, at Gucci, Italy’s temple to elegant loafers, Jackie Kennedy handbags and jet-set glamour. Fashion’s unpredictable mood is reflecting a cultural moment. The jittery global economic climate and the chaotic tone of public discourse that have followed Donald Trump’s return to the White House are being echoed in a bone-shaking upheaval in fashion’s corridors of power. Boardrooms are panicking as tariffs threaten to deepen the luxury slowdown, while the Maga-led shift towards a move-fast-and-break-things culture is putting mav",Fashion,https://www.theguardian.com/fashion/2025/mar/17/jonathan-anderson-to-leave-loewe-as-fashion-houses-creative-upheaval-continues,"""LVMH"" AND ""fashion"""
fashion/2025/mar/21/bras-on-show-trend-sexier-aesthetic,2025-03-21,Bras on show as red carpet trend hits the high street,"They usually form the underpinning of a look. But now bras are going from invisible to visible. Out are seamless T-shirt bras. In their place? Lace, sheer and mesh versions. M&amp;S, the home of sensible lingerie, is championing a sexier aesthetic for spring. The retailer holds 38.2% of the bra market in the UK and in 2023 sold more than 20m of them, with customers under 30 making up nearly a third of sales. At a preview of M&amp;S’s new collection on Wednesday, a £10 lace bra with bow detailing was spotlighted as a key piece. Soozie Jenkinson, the head of lingerie design, says: “For years it was all about a T-shirt bra but now it’s about the return of lace.” While the bras are not specifically designed to be worn exposed, their popularity marks a sharp shift from T-shirt bras that are designed to disappear beneath clothing. At the British lingerie brand Bluebella, bestsellers include a £44 sheer black bra with scalloped edging and a £39 mesh bra with floral embroidery around the cups. Even its basics line features mesh and lace pattern bras in fiery shades of orange and electric blues. Emily Bendell, the founder and CEO of the brand, says demand is coming from customers shifting their perception of what practical underwear is. “We believe the bra isn’t just a functional garment, but a fashion piece that should reflect the wearer’s style,” she says. “More and more women are rightly seeing their bra as a layering piece that they may choose to show part of – as part of their outfit.” While previously the obvious shadow of a black bra under a white cotton shirt or irregular texture caused by a lace bra under a silky top would have been considered a wardrobe malfunction, now anything goes. The trend taps into a wider exposure movement. In recent months, we have seen the revival of the noughties whale tail (where a thong is purposefully displayed), boxers deliberately styled to sit above a waistband and pants as actual pants. Now divulgence is shifting higher up the tors","Bras on show as red carpet trend hits the high street. They usually form the underpinning of a look. But now bras are going from invisible to visible. Out are seamless T-shirt bras. In their place? Lace, sheer and mesh versions. M&amp;S, the home of sensible lingerie, is championing a sexier aesthetic for spring. The retailer holds 38.2% of the bra market in the UK and in 2023 sold more than 20m of them, with customers under 30 making up nearly a third of sales. At a preview of M&amp;S’s new collection on Wednesday, a £10 lace bra with bow detailing was spotlighted as a key piece. Soozie Jenkinson, the head of lingerie design, says: “For years it was all about a T-shirt bra but now it’s about the return of lace.” While the bras are not specifically designed to be worn exposed, their popularity marks a sharp shift from T-shirt bras that are designed to disappear beneath clothing. At the British lingerie brand Bluebella, bestsellers include a £44 sheer black bra with scalloped edging and a £39 mesh bra with floral embroidery around the cups.",Fashion,https://www.theguardian.com/fashion/2025/mar/21/bras-on-show-trend-sexier-aesthetic,"""prada"" AND (""luxury"" OR ""fashion"" OR ""stock"")"
commentisfree/2025/mar/23/do-we-really-want-clueless-updated-to-reflect-our-dark-digital-age-ugh-as-if,2025-03-23,"Do we really want Clueless updated to reflect our dark, digital age? Ugh! As if!","Who needs to learn to park? “Everywhere you go has valet!” Cher Horowitz, teen heroine of 1995 cult movie Clueless, is one of the most spoilt and entitled characters ever to have appeared on screen. She is also, with her irrepressible urge to solve other people’s problems and her coltish steps towards self-knowledge, one of the most endearing. Millennial women like me, who grew up watching the movie again at every sleepover, will defend her against all comers. Now, Clueless is the latest millennial coming-of-age movie to hit the West End as a stage musical, opening to critics last week at Trafalgar Theatre. It follows Mean Girls and The Devil Wears Prada, both of which opened in London last year, each built to replicate the success of the repeatedly revived Legally Blonde: The Musical. (Sadly, Jennifer Coolidge has yet to cameo.) All of this would normally be reason for me to get snippy about mindless trends in musical theatre. Instead, I took one of my oldest friends from school and we had a blast. My only regret is that neither of us had the energy to replicate Cher’s yellow-and-black tweed miniskirt. Not since Shakespeare’s Malvolio first burst on to the stage in yellow cross-garters has an erotomaniac wasp look-alike left such a cultural footprint. Yet it’s not clear how long producers can keep pumping these familiar stories through the intellectual property reconfiguration mill. Teen life has changed since the turn of the millennium. The protagonists of Clueless and Mean Girls were always defined by their deft navigation of in-group/out-group bullying, but their real-life descendants now have to handle social media, online misogyny and seemingly constant requests for nudes. Even the heroines of Legally Blonde or The Devil Wears Prada represent young women now entering an increasingly fraught and fast-paced professional landscape. (Imagine Miranda Priestly’s after-hours demands if she had access to WhatsApp, or Elle Woods and her law school tutor boyfriend filli","Do we really want Clueless updated to reflect our dark, digital age? Ugh! As if!. Who needs to learn to park? “Everywhere you go has valet!” Cher Horowitz, teen heroine of 1995 cult movie Clueless, is one of the most spoilt and entitled characters ever to have appeared on screen. She is also, with her irrepressible urge to solve other people’s problems and her coltish steps towards self-knowledge, one of the most endearing. Millennial women like me, who grew up watching the movie again at every sleepover, will defend her against all comers. Now, Clueless is the latest millennial coming-of-age movie to hit the West End as a stage musical, opening to critics last week at Trafalgar Theatre. It follows Mean Girls and The Devil Wears Prada, both of which opened in London last year, each built to replicate the success of the repeatedly revived Legally Blonde: The Musical. (Sadly, Jennifer Coolidge has yet to cameo.) All of this would normally be reason for me to get snippy about mindless trends in musical theatre. Instead, I took one of my oldest friends from school and w",Opinion,https://www.theguardian.com/commentisfree/2025/mar/23/do-we-really-want-clueless-updated-to-reflect-our-dark-digital-age-ugh-as-if,"""devil wears prada"""
lifeandstyle/2025/mar/24/9pm-9am-sunglasses-should-you-try-fashions-most-divisive-new-trend,2025-03-24,9pm-9am sunglasses: should you try fashion’s most divisive new trend?,"Name: Dinner plate sunnies. Age: People have been protecting their eyes from the sun’s harmful rays for yonks. Inuits made slitted goggles from flattened walrus ivory, the Chinese developed smoked glass to reduce glare in – or before – the 12th century and Louis XIV watched the 1706 solar eclipse through a telescope with a filter. And he was the actual Sun King. Yes, he was. But Jackie Onassis can certainly take a lot of credit for popularising really big sunnies in the 1960s. Audrey Hepburn and Miles Davis too, then Elton John in the 70s, and in this century, you’ve got Lady Gaga … I’m thinking oversize sunglasses are cool again 😎? They are. Hang on, didn’t I read the other day that it’s all about tiny sunglasses now? The other year more like. You’re probably thinking about a piece in the style bible Vogue last August declaring it to be all about small (though not tiny) sunglasses. And things have moved on? Fashion does that, I’m afraid – it’s a fickle business. This year when it comes to sunglasses, it’s all about big. Says who? Writing in British Vogue, Julia Hobbs says: “In an era of oversharing, they bestow the advantage of Didionesque remove, meaning the wearer can read everyone else and yet not be read herself.” … or possibly Wintouresque, no? True, Vogue is famously edited by a woman in big sunglasses (Chanel). They help her maintain a terrifying, inscrutable aura, while seated in the front row. But this is more about what was going on on the actual runway. And oversize sunglasses were a big fixture of the spring/summer 2025 shows. Just how big are we talking? We’re talking dinner plates. “For me, the dream ratio is the glass should touch the top of the brow and finish level with the bottom of your nose,” Fiona Hartley told Vogue. Fiona Hartley, just remind me … Fashion consultant. She calls them “9pm to 9am sunglasses.” Why? Erm, not sure actually. Maybe because it’s as if it’s always night-time behind them. Or that’s when you should be wearing them. On whi","9pm-9am sunglasses: should you try fashion’s most divisive new trend?. Name: Dinner plate sunnies. Age: People have been protecting their eyes from the sun’s harmful rays for yonks. Inuits made slitted goggles from flattened walrus ivory, the Chinese developed smoked glass to reduce glare in – or before – the 12th century and Louis XIV watched the 1706 solar eclipse through a telescope with a filter. And he was the actual Sun King. Yes, he was. But Jackie Onassis can certainly take a lot of credit for popularising really big sunnies in the 1960s. Audrey Hepburn and Miles Davis too, then Elton John in the 70s, and in this century, you’ve got Lady Gaga … I’m thinking oversize sunglasses are cool again 😎? They are. Hang on, didn’t I read the other day that it’s all about tiny sunglasses now? The other year more like. You’re probably thinking about a piece in the style bible Vogue last August declaring it to be all about small (though not tiny) sunglasses. And things have moved on? Fashion does that, I’m afraid – it’s a fickle business. This year when it come",Life and style,https://www.theguardian.com/lifeandstyle/2025/mar/24/9pm-9am-sunglasses-should-you-try-fashions-most-divisive-new-trend,"""prada"" AND (""luxury"" OR ""fashion"" OR ""stock"")"
fashion/2025/mar/27/boom-boom-culture-fashion-flashy-sleazy-sudden-vibe-shift,2025-03-27,"Boom boom culture: fashion’s flashy, sleazy and sudden vibe shift","The first time I heard the phrase “boom boom” was at a fashion show in January: Prada in Milan. While I sat waiting for something incredibly tasteful to appear on the catwalk, out marched a bare-chested model with a pashmina-sized fur draped over his shoulders. Then came another, and another, and then one more in a huge fur hood. The fur was shearling – skin from a recently shorn sheep or lamb; usually, as in Prada’s case, a byproduct of the meat industry, so marginally less problematic – but still. You see some strange things on catwalks these days, but “fur” isn’t usually one of them. Except it didn’t stop there. Later, there was “fur” at Emporio Armani and yeti coats at Dolce &amp; Gabbana. By the time the womenswear shows had finished in March, “fur” (mostly fake, occasionally real) had appeared in about 70% of the shows. Along with that were exaggerated shoulders at Saint Laurent, Pretty Woman thigh-high boots at Stella McCartney and pointy bras at Miu Miu. These shows seemed to be saying that fashion wants us to look rich, gauche and glamorous. Or, to use a phrase coined by the trend forecaster Sean Monahan, who gave the world normcore (2014) and vibe shift (2022), fashion wants us to look boom boom. If you are new to the phrase, don’t panic. As a forecaster whose job involves mapping cultural moments on to prevailing trends, Monahan says “the curse with doing predictions is that sometimes you go too early”. It may take some time for most of us to start wearing fur coats and miniskirts. “But it is happening in the wild,” he says. Monahan has described boom boom as “a pure expression of excess”, a world in which “male-coded values … have come roaring back”. “I’m always looking at what people wear around me, the one thing that sticks out,” he says now. With the vibe shift, it was trucker hats (a favourite of the Strokes). With boom boom, it is men who don’t work in offices wearing suits and loafers, alongside women dressed up in “expressive big silhouettes and f","Boom boom culture: fashion’s flashy, sleazy and sudden vibe shift. The first time I heard the phrase “boom boom” was at a fashion show in January: Prada in Milan. While I sat waiting for something incredibly tasteful to appear on the catwalk, out marched a bare-chested model with a pashmina-sized fur draped over his shoulders. Then came another, and another, and then one more in a huge fur hood. The fur was shearling – skin from a recently shorn sheep or lamb; usually, as in Prada’s case, a byproduct of the meat industry, so marginally less problematic – but still. You see some strange things on catwalks these days, but “fur” isn’t usually one of them. Except it didn’t stop there. Later, there was “fur” at Emporio Armani and yeti coats at Dolce &amp; Gabbana. By the time the womenswear shows had finished in March, “fur” (mostly fake, occasionally real) had appeared in about 70% of the shows. Along with that were exaggerated shoulders at Saint Laurent, Pretty Woman thigh-high boots at Stella McCartney and pointy bras at Miu Miu. These shows seemed to b",Fashion,https://www.theguardian.com/fashion/2025/mar/27/boom-boom-culture-fashion-flashy-sleazy-sudden-vibe-shift,"""prada"" AND (""luxury"" OR ""fashion"" OR ""stock"")"
world/2025/apr/03/russia-bans-elton-john-aids-foundation-support-lgbtq-rights,2025-04-03,Russia bans Elton John Aids Foundation over its support for LGBTQ+ rights,"Russian authorities on Thursday banned the Elton John Aids Foundation (EJAF), which focuses on HIV/Aids prevention, citing its support for LGBTQ+ rights as a reason for the move. Founded by the British singer and songwriter in 1992, the organisation funds HIV treatment programmes in countries including Russia. It also advocates for LGBTQ+ people, who have faced years of brutal persecution in Russia. In its statement, Russia’s prosecutor general’s office designated the EJAF as an “undesirable organisation”, a label that bans the group from operating in Russia and exposes its staff and partners to potential criminal prosecution. The prosecutor general’s office accused the foundation of promoting “non-traditional sexual relationships, western family models, and gender reassignment”. The prosecutor’s office alleged that EJAF held “negative attitudes” toward countries that “uphold traditional spiritual and moral values”. It accused the foundation of taking part in a campaign to “discredit Russia” since its 2022 invasion of Ukraine. “When a musician plays along with those trying to sow the seeds of democracy, it is propaganda. And when it’s Elton John calling the tune, then it’s more than just anti-Russian propaganda too,” the statement read. “In our country, the British foundation works closely with non-profit organisations designated as foreign agents,” the Russian law enforcement agency added. The ruling is the latest blow to human rights groups supporting Russians living with HIV and Aids. According to Rospotrebnadzor, the federal agency for public health and consumer rights, more than 1.2 million people in Russia have HIV, the highest per capita rate in Europe. The country has faced chronic shortages of HIV medication since 2023, leaving many patients struggling to access tests and life-saving antiretroviral therapy. Repression of Russia’s LGBTQ+ people has escalated since the full-scale invasion of Ukraine in 2022. Authorities recently labelled what they described a","Russia bans Elton John Aids Foundation over its support for LGBTQ+ rights. Russian authorities on Thursday banned the Elton John Aids Foundation (EJAF), which focuses on HIV/Aids prevention, citing its support for LGBTQ+ rights as a reason for the move. Founded by the British singer and songwriter in 1992, the organisation funds HIV treatment programmes in countries including Russia. It also advocates for LGBTQ+ people, who have faced years of brutal persecution in Russia. In its statement, Russia’s prosecutor general’s office designated the EJAF as an “undesirable organisation”, a label that bans the group from operating in Russia and exposes its staff and partners to potential criminal prosecution. The prosecutor general’s office accused the foundation of promoting “non-traditional sexual relationships, western family models, and gender reassignment”. The prosecutor’s office alleged that EJAF held “negative attitudes” toward countries that “uphold traditional spiritual and moral values”. It accused the foundation of taking part in a campaign to “discredit R",World news,https://www.theguardian.com/world/2025/apr/03/russia-bans-elton-john-aids-foundation-support-lgbtq-rights,"""devil wears prada"""
